Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Additional_Notes
SRR5659263rbin.7	83.68	4.12	Gradient Boost (General Model)	11	0.898	10718	288.0074925074925	1920772	0.57	2002	None
SRR5664279rbin.18	54.09	1.02	Gradient Boost (General Model)	11	0.914	4422	276.8018757327081	1546648	0.73	1706	None
SRR5664280rbin.15	56.33	4.13	Neural Network (Specific Model)	11	0.939	7180	368.53508030431107	1389933	0.43	1183	None
SRR5664280rbin.16	65.16	3.14	Gradient Boost (General Model)	11	0.902	9239	286.08376963350787	2359006	0.7	2483	None
SRR5664280rbin.19	84.09	7.69	Gradient Boost (General Model)	11	0.891	6169	274.9280620155039	2978593	0.57	3225	None
SRR5664280rbin.7	92.9	4.28	Gradient Boost (General Model)	11	0.882	12193	298.6612092721673	6244720	0.56	6169	None
SRR5665213rbin.13	89.79	2.48	Gradient Boost (General Model)	11	0.898	28908	289.61077071912285	2991444	0.69	3101	None
SRR5665213rbin.30	91.95	4.16	Gradient Boost (General Model)	11	0.908	64472	300.6761683791846	2994072	0.63	3017	None
SRR5665647rbin.8	62.46	2.77	Gradient Boost (General Model)	11	0.916	4418	272.34763762462075	2054643	0.69	2307	None
SRR5665648rbin.6	67.0	5.83	Gradient Boost (General Model)	11	0.856	1458	219.6954425942156	1753836	0.6	2282	None
SRR5674476rbin.8	46.21	3.4	Gradient Boost (General Model)	11	0.905	3225	252.97349709114414	1293497	0.72	1547	None
SRR5712664rbin.3	88.66	3.16	Gradient Boost (General Model)	11	0.888	6171	291.5917653390743	3656960	0.57	3716	None
SRR6152564rbin.9	78.66	4.96	Gradient Boost (General Model)	11	0.852	25530	294.5166865315852	5205996	0.59	5034	None
SRR6185369rbin.16	88.69	6.72	Neural Network (Specific Model)	11	0.927	22829	308.68806744487676	4615681	0.66	4626	None
SRR6202162rbin.6	95.84	0.0	Gradient Boost (General Model)	11	0.892	22117	314.7749937359058	4219592	0.66	3991	None
SRR6202166rbin.4	78.08	3.69	Neural Network (Specific Model)	11	0.866	9476	277.67012158660555	4822174	0.64	5017	None
SRR6266850rbin.13	100.0	8.24	Gradient Boost (General Model)	11	0.903	22150	336.2384870440869	9078904	0.66	8143	None
SRR7011028rbin.3	95.67	0.79	Gradient Boost (General Model)	11	0.915	117710	303.1684143628853	3119622	0.68	3147	None
SRR7011942rbin.1	82.69	2.11	Neural Network (Specific Model)	11	0.906	5186	284.40527322985326	4422780	0.66	4703	None
SRR7026199rbin.1	73.12	4.37	Gradient Boost (General Model)	11	0.911	5393	277.68440065681443	2778894	0.69	3045	None
SRR7026314rbin.1	94.98	3.39	Gradient Boost (General Model)	11	0.867	60113	323.23604060913704	6159707	0.55	5516	None
SRR7026564rbin.3	88.97	4.63	Gradient Boost (General Model)	11	0.929	6325	293.46286990508094	3387891	0.65	3582	None
SRR7026568rbin.4	78.78	7.79	Gradient Boost (General Model)	11	0.928	7907	265.84188582424633	2670098	0.67	3118	None
SRR7097862rbin.3	88.18	1.61	Neural Network (Specific Model)	11	0.903	50400	309.38049276098553	4040666	0.7	3937	None
SRR7102015rbin.23	50.6	4.17	Gradient Boost (General Model)	11	0.915	3422	253.64236252545825	2037630	0.63	2455	None
SRR7471324rbin.2	95.15	5.18	Gradient Boost (General Model)	11	0.885	13338	287.2234948604993	3310151	0.62	3405	None
SRR8554504rbin.36	92.81	3.6	Gradient Boost (General Model)	11	0.898	43501	328.8677144728225	5025180	0.38	4581	None
SRR8676592rbin.4	99.54	3.75	Gradient Boost (General Model)	11	0.86	53053	322.81492687846696	4460715	0.59	3966	None
SRR8879134rbin.12	90.81	0.23	Gradient Boost (General Model)	11	0.952	32222	308.23072342959216	3251329	0.72	3359	None
SRR9691032rbin.2	86.75	1.54	Gradient Boost (General Model)	11	0.89	36201	289.8847272727273	2683458	0.63	2750	None
SRR9691032rbin.7	69.63	8.97	Gradient Boost (General Model)	11	0.941	3309	237.3587584215592	3131857	0.73	4156	None
SRR9691034rbin.6	75.68	3.95	Gradient Boost (General Model)	11	0.88	4689	276.55986316989737	3300764	0.57	3508	None
SRR9691046rbin.21	73.03	4.05	Neural Network (Specific Model)	11	0.905	4676	267.26363636363635	1848335	0.6	2090	None
SRR9691050rbin.1	67.56	6.81	Neural Network (Specific Model)	11	0.901	2752	251.63445712768782	3151466	0.68	3767	None
11p_S11_bin.29	25.95	0.82	Neural Network (Specific Model)	11	0.915	6033	262.9544910179641	718727	0.69	835	None
11p_S11_bin.30	44.35	1.43	Gradient Boost (General Model)	11	0.908	7988	281.81917211328977	1705247	0.69	1836	None
11p_S11_bin.40	31.9	0.01	Neural Network (Specific Model)	11	0.888	9046	273.33011789924973	858553	0.58	933	None
11p_S11_bin.46	60.54	1.67	Gradient Boost (General Model)	11	0.898	3656	260.93907083015995	1142522	0.59	1313	None
11p_S11_bin.59	27.15	1.36	Neural Network (Specific Model)	11	0.912	4358	255.8615847542628	837596	0.68	997	None
11p_S11_bin.72	35.67	2.8	Neural Network (Specific Model)	11	0.916	3853	259.53282588011416	890758	0.53	1051	None
125_merged	82.8	0.07	Neural Network (Specific Model)	11	0.919	25146	295.23120525059664	3222926	0.68	3352	None
126_merged	72.33	0.15	Neural Network (Specific Model)	11	0.889	10159	288.2126451612903	3760939	0.58	3875	None
15_S41_bin.5	74.42	0.11	Neural Network (Specific Model)	11	0.865	15789	291.27829523003106	3570544	0.58	3543	None
162_merged	56.85	1.49	Neural Network (Specific Model)	11	0.906	12246	283.12757973733585	1993455	0.68	2132	None
163_merged	70.37	1.27	Neural Network (Specific Model)	11	0.894	16097	273.3915181315304	1488297	0.53	1627	None
16p_S16_bin.1	30.13	0.12	Neural Network (Specific Model)	11	0.92	2993	282.9451395572666	956784	0.45	1039	None
16p_S16_bin.16	39.47	0.03	Neural Network (Specific Model)	11	0.886	39510	356.3379769836463	1990056	0.64	1651	None
16p_S16_bin.38	53.88	0.11	Neural Network (Specific Model)	11	0.913	6999	288.18664477285165	1727318	0.67	1827	None
17p_S17_bin.4	81.1	0.69	Gradient Boost (General Model)	11	0.885	5743	286.514131897712	2159825	0.72	2229	None
18_S44_bin.10	72.62	1.26	Gradient Boost (General Model)	11	0.89	6114	274.2086878638603	2059168	0.6	2233	None
18_S44_bin.4	90.98	1.62	Gradient Boost (General Model)	11	0.905	8861	297.52936276551435	2363296	0.59	2401	None
20_S46_bin.5	82.41	2.01	Gradient Boost (General Model)	11	0.902	7646	284.0143540669856	2362919	0.71	2508	None
23_S49_bin.10	82.53	0.18	Gradient Boost (General Model)	11	0.921	5863	267.8328530259366	604087	0.46	694	None
23_S49_bin.13	74.54	2.14	Gradient Boost (General Model)	11	0.879	6351	269.1343830098865	2502557	0.6	2731	None
23_S49_bin.14	34.64	0.37	Neural Network (Specific Model)	11	0.88	2955	249.73426853707414	2119655	0.59	2495	None
23_S49_bin.8	80.7	2.84	Neural Network (Specific Model)	11	0.875	6891	282.97614678899083	5804319	0.59	5995	None
23_S49_bin.9	24.03	0.21	Neural Network (Specific Model)	11	0.904	3910	262.7488494411571	1323469	0.63	1521	None
5_S31_bin.10	50.29	0.45	Gradient Boost (General Model)	11	0.924	5758	269.85873015873017	551002	0.58	630	None
5_S31_bin.14	33.47	0.06	Neural Network (Specific Model)	11	0.903	3616	253.42424242424244	1219972	0.68	1452	None
8_S34_bin.14	45.73	0.11	Neural Network (Specific Model)	11	0.888	15197	291.36915887850466	1261897	0.45	1284	None
8_S34_bin.6	57.54	0.14	Neural Network (Specific Model)	11	0.916	17522	304.6776699029126	3076907	0.61	3090	None
GCA_003131365.1_20120500_P37_genomic	86.32	2.85	Gradient Boost (General Model)	11	0.908	20630	289.11	3236667	0.62	3400	None
GCA_003131845.1_20120500_P35_genomic	92.59	2.11	Gradient Boost (General Model)	11	0.918	99670	296.1673026122689	3286646	0.64	3407	None
GCA_003132145.1_20120500_P28_genomic	96.16	3.7	Gradient Boost (General Model)	11	0.863	55763	330.9339622641509	3165847	0.62	2756	None
GCA_003132205.1_20120500_P27_genomic	92.87	2.17	Gradient Boost (General Model)	11	0.877	102930	295.6133426475725	2886664	0.63	2863	None
GCA_003133325.1_20120500_P27_genomic	96.55	3.13	Gradient Boost (General Model)	11	0.877	67890	288.74410692588094	4048569	0.65	4115	None
GCA_003133695.1_20120500_P17_genomic	99.48	1.51	Neural Network (Specific Model)	11	0.87	48625	301.5259356533158	3159473	0.64	3046	None
GCA_003135435.1_20111000_P3M_genomic	99.77	3.22	Neural Network (Specific Model)	11	0.821	27970	247.14851690520638	4337406	0.57	4821	None
GCA_003135455.1_20111000_P3M_genomic	83.79	0.46	Neural Network (Specific Model)	11	0.857	27297	276.7385503065272	2679753	0.64	2773	None
GCA_003135515.1_20111000_P3M_genomic	96.63	0.53	Gradient Boost (General Model)	11	0.871	450488	333.9369991095281	5155147	0.56	4492	None
GCA_003136795.1_20111000_P2D_genomic	81.05	2.06	Gradient Boost (General Model)	11	0.917	11301	259.98539435248296	2606614	0.69	3081	None
GCA_003140945.1_20120800_E3X_genomic	93.63	1.91	Gradient Boost (General Model)	11	0.909	48023	315.01649257833975	1886883	0.57	1819	None
GCA_003141415.1_20120800_E3S_genomic	81.75	3.03	Gradient Boost (General Model)	11	0.874	34735	317.1531941285921	5256546	0.37	4837	None
GCA_003141525.1_20120800_E3D_genomic	93.73	1.71	Gradient Boost (General Model)	11	0.888	28771	330.89079130032394	4822093	0.38	4322	None
GCA_003141655.1_20120800_E2X_genomic	96.4	6.39	Gradient Boost (General Model)	11	0.863	38212	308.00095877277084	3343313	0.57	3129	None
GCA_003141715.1_20120800_E2D_genomic	94.42	4.99	Gradient Boost (General Model)	11	0.9	42801	344.9441687344913	3700549	0.38	3224	None
GCA_003142185.1_20120700_S3X_genomic	100.0	2.27	Gradient Boost (General Model)	11	0.884	72997	335.1587301587302	5791462	0.62	5103	None
GCA_003142215.1_20120700_S3X_genomic	83.43	5.56	Gradient Boost (General Model)	11	0.863	16661	305.5231710871466	3636854	0.61	3431	None
GCA_003142815.1_20120800_E1X_genomic	99.99	0.49	Neural Network (Specific Model)	11	0.87	114499	310.4230769230769	3220922	0.64	3016	None
GCA_003151435.1_20120700_P3D_genomic	94.34	4.37	Gradient Boost (General Model)	11	0.856	35078	333.29037935080174	5960205	0.59	5114	None
GCA_003151705.1_20120700_P3D_genomic	83.99	8.62	Gradient Boost (General Model)	11	0.909	26585	315.2167414050822	4858425	0.67	4683	None
GCA_003152015.1_20120700_P3D_genomic	94.3	4.52	Gradient Boost (General Model)	11	0.88	55797	289.8914664457332	3567878	0.65	3621	None
GCA_003152325.1_20120700_P3D_genomic	82.16	5.05	Gradient Boost (General Model)	11	0.911	22838	319.7635520684736	5881655	0.62	5608	None
GCA_003152715.1_20120700_E3X_genomic	96.28	7.05	Gradient Boost (General Model)	11	0.862	34927	291.61346396965865	3204247	0.44	3164	None
GCA_003153415.1_20120700_P3D_genomic	88.08	3.34	Gradient Boost (General Model)	11	0.902	22921	283.5026800670017	5616185	0.65	5970	None
GCA_003153455.1_20120700_P3D_genomic	88.39	5.4	Gradient Boost (General Model)	11	0.864	14106	261.9910520607375	6693866	0.61	7376	None
GCA_003155675.1_20120700_E2X_genomic	71.28	10.89	Gradient Boost (General Model)	11	0.882	8141	307.33949903660886	5412775	0.39	5190	None
GCA_003157385.1_20120600_E2D_genomic	85.45	0.86	Gradient Boost (General Model)	11	0.902	26687	311.0829659318637	2577300	0.64	2495	None
GCA_003157445.1_20120600_E2D_genomic	68.62	2.04	Gradient Boost (General Model)	11	0.827	8202	235.77889335118252	3815865	0.65	4482	None
GCA_003158895.1_20120600_E1D_genomic	92.15	3.22	Gradient Boost (General Model)	11	0.886	16712	280.0635548523207	3586399	0.68	3792	None
GCA_003159855.1_20120700_S3D_genomic	88.45	0.56	Gradient Boost (General Model)	11	0.868	24388	304.1826625386997	3387116	0.6	3230	None
GCA_003161635.1_20110600_P1D_genomic	94.92	1.08	Gradient Boost (General Model)	11	0.875	39845	313.9212559182656	4308035	0.57	4013	None
GCA_003164535.1_20120700_S1D_genomic	71.45	5.86	Gradient Boost (General Model)	11	0.867	11934	320.3248162992652	6619976	0.62	5988	None
GCA_003167255.1_20110700_P2D_genomic	98.85	0.39	Gradient Boost (General Model)	11	0.888	59937	339.4908949416342	7351839	0.62	6425	None
GCA_003168335.1_20110700_P1D_genomic	96.63	0.5	Gradient Boost (General Model)	11	0.871	551449	335.6204428539477	5160709	0.56	4471	None
GCA_003170355.1_20110800_P1D_genomic	78.5	2.78	Gradient Boost (General Model)	11	0.846	11854	261.2936085219707	2776534	0.64	3004	None
GCA_003170415.1_20110800_E3D_genomic	94.98	1.43	Gradient Boost (General Model)	11	0.887	93875	335.99574286930607	2665594	0.5	2349	None
GCA_003170455.1_20110800_E3D_genomic	95.23	5.07	Gradient Boost (General Model)	11	0.869	25165	309.3119605425401	3455506	0.58	3244	None
GCA_003170535.1_20110800_E3D_genomic	80.25	0.31	Gradient Boost (General Model)	11	0.907	97062	319.7057220708447	1936323	0.57	1835	None
GCA_003170795.1_20110800_E2D_genomic	74.91	9.23	Gradient Boost (General Model)	11	0.898	9936	278.2276119402985	1985677	0.57	2144	None
GCA_003171155.1_20110800_E3D_genomic	69.63	6.95	Gradient Boost (General Model)	11	0.874	10943	274.0518105849582	3366959	0.57	3590	None
S42rbin.10	93.4	1.14	Neural Network (Specific Model)	11	0.908	56566	334.7437254901961	5631691	0.64	5100	None
S46rbin.4	99.99	2.01	Neural Network (Specific Model)	11	0.89	43964	324.5633528265107	6164866	0.6	5643	None
SRR10159350bin.16	73.27	4.86	Gradient Boost (General Model)	11	0.927	4006	257.91184008200923	1624373	0.72	1951	None
SRR10360623bin.33	91.23	13.2	Gradient Boost (General Model)	11	0.858	16470	308.9644277758836	9494164	0.63	8799	None
SRR10360640bin.21	77.92	3.14	Gradient Boost (General Model)	11	0.932	6237	314.5003254502061	4654468	0.68	4609	None
SRR10489815bin.11	57.99	2.44	Neural Network (Specific Model)	11	0.896	6105	266.75415282392026	1341470	0.55	1505	None
SRR10489815bin.2	84.25	1.17	Neural Network (Specific Model)	11	0.889	95681	303.32234572633195	2664582	0.55	2609	None
SRR10489815bin.30	66.45	7.67	Gradient Boost (General Model)	11	0.923	3144	254.8457968945208	4633238	0.69	5603	None
SRR10489815bin.37	86.48	1.13	Gradient Boost (General Model)	11	0.915	4458	267.2754797441365	2051995	0.68	2345	Low confidence prediction - substantial (25%) disagreement between completeness prediction models
SRR10489815bin.6	85.87	6.83	Gradient Boost (General Model)	11	0.886	6243	296.2983061480552	3193792	0.53	3188	None
SRR10489816bin.2	75.8	6.6	Gradient Boost (General Model)	11	0.84	4131	238.17277353689568	6672833	0.62	7860	None
SRR10489818bin.10	93.39	5.32	Gradient Boost (General Model)	11	0.903	45473	307.43130990415335	2871552	0.7	2817	None
SRR10489818bin.17	68.94	1.86	Gradient Boost (General Model)	11	0.918	3711	266.26449643947103	1707632	0.67	1966	None
SRR10489819bin.2	92.51	1.42	Gradient Boost (General Model)	11	0.896	26252	297.95617816091954	2769646	0.7	2784	None
SRR10489821bin.15	80.29	1.93	Gradient Boost (General Model)	11	0.92	18992	335.2444833625219	3114160	0.67	2855	None
SRR10489821bin.16	68.87	2.83	Gradient Boost (General Model)	11	0.914	5237	276.99663784822286	1888806	0.71	2082	None
SRR10489821bin.21	92.66	5.59	Gradient Boost (General Model)	11	0.861	6729	269.29239885574174	4577287	0.54	4894	None
SRR10489821bin.23	53.07	7.57	Gradient Boost (General Model)	11	0.881	2433	246.76914498141264	4505653	0.55	5380	None
SRR10489828bin.19	98.9	2.64	Gradient Boost (General Model)	11	0.933	22126	323.1926129426129	3397533	0.66	3276	None
SRR10489828bin.2	97.38	2.15	Gradient Boost (General Model)	11	0.875	57887	320.8880012531328	7008428	0.63	6384	None
SRR10489829bin.3	61.52	10.2	Gradient Boost (General Model)	11	0.899	5031	292.4607508532423	2569696	0.38	2637	None
SRR10489830bin.19	64.05	2.67	Gradient Boost (General Model)	11	0.893	5659	279.46454265159304	1823885	0.68	1946	None
SRR10489830bin.9	64.83	0.83	Neural Network (Specific Model)	11	0.819	6674	214.82343234323432	1426354	0.48	1818	None
SRR10489833bin.8	53.26	8.66	Neural Network (Specific Model)	11	0.887	3245	250.97565406976744	2331843	0.58	2752	None
SRR10489834bin.1	65.32	3.47	Gradient Boost (General Model)	11	0.9	16990	302.74024024024027	2012606	0.67	1998	None
SRR10489834bin.10	89.63	2.62	Gradient Boost (General Model)	11	0.88	8760	318.4778138528139	4008199	0.59	3696	None
SRR10489834bin.11	89.2	10.4	Gradient Boost (General Model)	11	0.943	2969	273.40137683328345	2900307	0.68	3341	None
SRR10489834bin.18	71.76	3.99	Gradient Boost (General Model)	11	0.943	4864	300.1864831038798	2282975	0.67	2397	None
SRR10489834bin.32	64.99	2.44	Gradient Boost (General Model)	11	0.935	2931	251.25187969924812	1283001	0.64	1596	None
SRR10489837bin.20	98.13	0.61	Gradient Boost (General Model)	11	0.918	13816	335.95348837209303	3440614	0.56	3139	None
SRR10585504bin.3	77.98	1.74	Neural Network (Specific Model)	11	0.926	8245	295.9821767159651	2524396	0.72	2637	None
SRR10695402bin.4	100.0	4.44	Gradient Boost (General Model)	11	0.912	9425	322.8636431006373	7156102	0.65	6747	None
SRR10954965bin.15	66.83	4.66	Neural Network (Specific Model)	11	0.919	10657	316.01664392905866	3775182	0.64	3665	None
SRR10954973bin.3	100.0	4.59	Neural Network (Specific Model)	11	0.895	65385	343.7418578533611	7173961	0.64	6233	None
SRR1153387rbin.5	91.13	3.11	Gradient Boost (General Model)	11	0.945	15187	285.3263789654187	3158971	0.71	3499	None
SRR11678566bin.13	89.62	6.14	Gradient Boost (General Model)	11	0.924	59600	304.7287330316742	4359372	0.71	4420	None
SRR11678566bin.25	87.91	1.37	Gradient Boost (General Model)	11	0.931	18504	312.2467634366418	2561541	0.66	2549	None
SRR11742962bin.55	63.73	5.07	Gradient Boost (General Model)	11	0.91	7460	284.1904761904762	1511536	0.55	1617	None
SRR11835640bin.26	91.13	5.4	Gradient Boost (General Model)	11	0.879	11859	280.9843930635838	4970972	0.64	5190	None
SRR11835640bin.36	63.85	1.93	Gradient Boost (General Model)	11	0.936	15177	285.163813360188	2713683	0.72	2979	None
SRR11836410bin.36	83.66	3.78	Gradient Boost (General Model)	11	0.921	11897	292.7013969732247	4900152	0.7	5154	None
SRR11836514bin.4	100.0	1.63	Neural Network (Specific Model)	11	0.876	359866	327.79087584885946	6438298	0.61	5743	None
SRR12170510bin.26	89.5	2.44	Gradient Boost (General Model)	11	0.882	15812	292.27894295302013	4735498	0.65	4768	None
SRR12277191bin.8	87.22	4.65	Gradient Boost (General Model)	11	0.916	6119	277.21534227726175	2633386	0.64	2907	None
SRR12277194bin.2	79.55	5.1	Gradient Boost (General Model)	11	0.917	6735	286.86591276252017	3479045	0.63	3714	None
SRR12277197bin.4	59.0	1.45	Gradient Boost (General Model)	11	0.926	4193	249.5989645559538	2024141	0.68	2511	None
SRR12277198bin.2	96.68	5.79	Gradient Boost (General Model)	11	0.897	5033	270.05326876513317	4465552	0.63	4956	None
SRR12277199bin.7	89.54	5.53	Gradient Boost (General Model)	11	0.936	16135	277.83249581239534	2648979	0.69	2985	None
SRR12349250bin.11	100.0	3.99	Neural Network (Specific Model)	11	0.883	729067	312.4900779588944	5982446	0.63	5644	None
SRR12756227bin.3	64.95	1.89	Gradient Boost (General Model)	11	0.903	4438	264.20772946859904	1812350	0.72	2070	None
SRR12756228bin.1	81.92	0.4	Neural Network (Specific Model)	11	0.834	11825	240.2426778242678	1648591	0.49	1912	None
SRR12756228bin.2	87.14	1.47	Gradient Boost (General Model)	11	0.889	6608	250.81943048576215	2519315	0.69	2985	None
SRR12756229bin.2	74.2	8.47	Gradient Boost (General Model)	11	0.935	2217	245.7117924528302	1667670	0.66	2120	None
SRR12756241bin.3	67.97	6.91	Gradient Boost (General Model)	11	0.948	2205	254.29616588419404	2051380	0.68	2556	None
SRR1586257rbin.1	82.23	3.63	Gradient Boost (General Model)	11	0.874	12336	310.7564368770764	5131216	0.36	4816	None
SRR1586257rbin.6	83.27	1.8	Gradient Boost (General Model)	11	0.923	4473	262.6202815099168	2662715	0.64	3126	None
SRR1586260rbin.10	69.53	8.54	Gradient Boost (General Model)	11	0.923	4136	250.87854757929884	1949964	0.69	2396	None
SRR1586260rbin.8	82.57	2.35	Gradient Boost (General Model)	11	0.93	33310	290.50255972696243	2189582	0.65	2344	None
SRR1586264rbin.3	96.65	6.64	Gradient Boost (General Model)	11	0.89	18404	285.04558404558406	3700127	0.66	3861	None
SRR1586267rbin.9	99.99	1.67	Neural Network (Specific Model)	11	0.897	78227	305.8494326893591	3328209	0.54	3261	None
SRR1586270rbin.11	95.18	9.23	Gradient Boost (General Model)	11	0.923	45593	288.2571200425872	3508955	0.69	3757	None
SRR1586270rbin.7	94.87	0.17	Gradient Boost (General Model)	11	0.921	28121	306.65901814300963	1867448	0.7	1874	None
SRR1586270rbin.9	90.2	3.06	Gradient Boost (General Model)	11	0.876	11585	294.547790585975	4190100	0.6	4164	None
SRR1586276rbin.1	95.63	0.18	Gradient Boost (General Model)	11	0.895	93612	282.34245810055864	3377531	0.69	3580	None
SRR1586276rbin.13	97.0	0.75	Gradient Boost (General Model)	11	0.894	30718	296.3690046415678	3844365	0.69	3878	None
SRR1586279rbin.10	49.9	8.37	Gradient Boost (General Model)	11	0.926	24123	275.182966775854	1899267	0.67	2137	None
SRR1586279rbin.3	72.53	1.0	Gradient Boost (General Model)	11	0.944	15093	294.9145059565522	1334161	0.7	1427	None
SRR1586279rbin.35	86.77	5.84	Gradient Boost (General Model)	11	0.919	13232	277.15930787589497	3023204	0.69	3352	None
SRR1586279rbin.39	57.71	1.02	Gradient Boost (General Model)	11	0.941	18462	281.80635400907715	1774484	0.7	1983	None
SRR1586279rbin.6	85.84	4.32	Gradient Boost (General Model)	11	0.934	19356	318.68510496501165	3064729	0.66	3001	None
SRR1586279rbin.7	88.02	3.75	Gradient Boost (General Model)	11	0.925	17051	294.89657340458973	3032823	0.69	3181	None
SRR1586288rbin.2	93.05	0.92	Gradient Boost (General Model)	11	0.891	20000	286.3001551189245	3718062	0.68	3868	None
SRR1586297rbin.2	93.56	1.63	Gradient Boost (General Model)	11	0.908	8659	276.3801513877208	2167222	0.56	2378	None
SRR1586304rbin.4	92.23	1.48	Gradient Boost (General Model)	11	0.89	13395	279.6225392296719	3294490	0.67	3505	None
SRR1586305rbin.3	95.54	0.15	Gradient Boost (General Model)	11	0.892	17590	284.0347056007659	3979030	0.59	4178	None
SRR1586309rbin.8	91.46	8.45	Gradient Boost (General Model)	11	0.855	12492	280.7357483317445	5147372	0.52	5245	None
SRR1586317rbin.2	83.24	2.02	Gradient Boost (General Model)	11	0.919	8005	284.07261098570353	2456488	0.62	2658	None
SRR1586320rbin.14	100.0	1.78	Gradient Boost (General Model)	11	0.854	107295	325.2797277175069	5365068	0.41	4701	None
SRR1586321rbin.4	61.64	3.48	Gradient Boost (General Model)	11	0.905	4924	262.57625482625485	1799686	0.67	2072	None
SRR1586323rbin.7	72.37	4.57	Gradient Boost (General Model)	11	0.917	3661	260.96069730586373	2688626	0.7	3155	None
SRR1586324rbin.20	50.47	3.99	Gradient Boost (General Model)	11	0.909	2534	244.5008368200837	1922904	0.65	2390	None
SRR1586324rbin.22	93.37	0.16	Neural Network (Specific Model)	11	0.903	57145	309.49136276391556	3207503	0.68	3126	None
SRR1586324rbin.8	93.2	0.73	Gradient Boost (General Model)	11	0.933	27923	296.5483516483516	1730662	0.67	1820	None
SRR2903329rbin.28	99.55	6.19	Neural Network (Specific Model)	11	0.87	40417	297.3226016684046	7848479	0.62	7672	None
SRR3984960rbin.5	92.58	1.12	Gradient Boost (General Model)	11	0.925	26285	318.2114285714286	2522615	0.63	2450	None
SRR3984962rbin.22	95.85	0.83	Gradient Boost (General Model)	11	0.865	34758	243.13992635455023	1599268	0.42	1901	None
SRR3984962rbin.27	77.34	2.73	Gradient Boost (General Model)	11	0.925	23993	315.8483997754071	1822157	0.72	1781	None
SRR3984963rbin.11	82.41	6.08	Gradient Boost (General Model)	11	0.877	11785	274.4036697247706	3063952	0.64	3270	None
SRR3984963rbin.13	89.82	2.74	Gradient Boost (General Model)	11	0.913	9077	287.0990210843373	2500061	0.71	2656	None
SRR3985188rbin.4	77.89	1.3	Gradient Boost (General Model)	11	0.865	4859	274.7287893231649	3991755	0.59	4196	None
SRR3985190rbin.11	81.66	7.17	Gradient Boost (General Model)	11	0.918	5794	309.3276614310646	2312664	0.46	2292	None
SRR3985190rbin.4	67.37	7.74	Gradient Boost (General Model)	11	0.89	7653	264.9551451187335	1688906	0.65	1895	None
SRR3985190rbin.8	95.16	1.07	Neural Network (Specific Model)	11	0.831	12569	248.79762711864407	2641709	0.51	2950	None
SRR3985370rbin.4	78.8	4.3	Gradient Boost (General Model)	11	0.805	5372	221.56726669824727	3473255	0.58	4222	None
SRR3985383rbin.2	66.31	1.74	Gradient Boost (General Model)	11	0.924	10363	276.43797709923666	1875564	0.65	2096	None
SRR3985390rbin.12	82.59	4.2	Gradient Boost (General Model)	11	0.902	5988	279.66357308584685	2400832	0.64	2586	None
SRR3985390rbin.14	57.45	8.18	Neural Network (Specific Model)	11	0.878	6644	265.64752618273747	2507797	0.63	2769	None
SRR3985390rbin.19	44.71	5.05	Neural Network (Specific Model)	11	0.882	14734	274.4061162079511	1524024	0.64	1635	None
SRR3985390rbin.3	58.41	3.38	Gradient Boost (General Model)	11	0.91	5467	276.64664310954066	1545244	0.72	1698	None
SRR3985394rbin.13	49.12	1.8	Neural Network (Specific Model)	11	0.927	3315	249.891809908999	1595265	0.7	1978	None
SRR3985394rbin.9	98.4	0.68	Gradient Boost (General Model)	11	0.947	20053	331.1190098381466	3295754	0.68	3151	None
SRR3985396rbin.15	75.85	2.16	Gradient Boost (General Model)	11	0.925	3607	251.51116333725028	691626	0.57	851	None
SRR3985396rbin.16	67.74	4.46	Gradient Boost (General Model)	11	0.937	1613	224.65512333965845	1511997	0.66	2108	None
SRR3985396rbin.21	88.23	5.77	Neural Network (Specific Model)	11	0.89	5441	281.39171203871746	6260668	0.63	6612	None
SRR3985397rbin.5	80.35	3.73	Gradient Boost (General Model)	11	0.878	4855	281.71957156767286	2960305	0.62	3081	None
SRR3985419rbin.2	67.87	0.54	Gradient Boost (General Model)	11	0.946	7654	284.19306184012066	1191446	0.65	1326	None
SRR3985419rbin.6	47.36	9.49	Gradient Boost (General Model)	11	0.896	2989	231.35154595510377	1823316	0.63	2361	None
SRR3985421rbin.8	63.82	2.97	Gradient Boost (General Model)	11	0.872	3322	251.02396576319543	3018613	0.67	3505	None
SRR3985424rbin.7	100.0	5.86	Gradient Boost (General Model)	11	0.87	15034	276.29350649350647	4026321	0.66	4235	None
SRR3989121rbin.11	82.77	4.05	Gradient Boost (General Model)	11	0.887	7495	275.0552584670232	3646658	0.71	3927	None
SRR3989121rbin.25	63.58	0.94	Gradient Boost (General Model)	11	0.944	3705	268.7820593809223	1348347	0.66	1583	None
SRR3989121rbin.28	55.54	3.41	Gradient Boost (General Model)	11	0.921	6315	285.7852822580645	920812	0.57	992	None
SRR3989121rbin.3	84.63	7.06	Gradient Boost (General Model)	11	0.893	5781	261.9628876461617	1727781	0.67	1967	None
SRR3989121rbin.7	88.82	0.91	Gradient Boost (General Model)	11	0.923	38342	301.53964588144726	2539685	0.68	2598	None
SRR3989121rbin.8	65.72	8.06	Gradient Boost (General Model)	11	0.895	15867	301.11980548187444	2278267	0.68	2262	None
