user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
23_S49_bin.11	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__Gallionella;s__	N/A	N/A	N/A	N/A	N/A	GCA_002381565.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__Gallionella;s__Gallionella sp002381565	93.5	0.77	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__Gallionella;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_000145255.1, s__Gallionella capsiferriformans, 95.0, 79.34, 0.39; GCA_001801025.1, s__Gallionella sp001801025, 95.0, 79.25, 0.37; GCA_002780675.1, s__Gallionella sp002780675, 95.0, 78.82, 0.48; GCA_003134595.1, s__Gallionella sp003134595, 95.0, 78.73, 0.3; GCA_017880865.1, s__Gallionella sp017880865, 95.0, 78.72, 0.34; GCA_903885165.1, s__Gallionella sp903885165, 95.0, 78.71, 0.35; GCA_903915035.1, s__Gallionella sp903915035, 95.0, 78.61, 0.32; GCA_001577345.1, s__Gallionella acididurans, 95.0, 78.57, 0.31; GCA_003153155.1, s__Gallionella sp003153155, 95.0, 78.56, 0.33; GCA_002403995.1, s__Gallionella sp002403995, 95.0, 78.36, 0.3; GCA_016716325.1, s__Gallionella sp016716325, 95.0, 78.34, 0.26; GCA_001801215.1, s__Gallionella sp001801215, 95.0, 78.33, 0.28; GCA_017880945.1, s__Gallionella sp017880945, 95.0, 78.32, 0.43; GCA_016177795.1, s__Gallionella sp016177795, 95.0, 78.32, 0.33; GCA_016183575.1, s__Gallionella sp016183575, 95.0, 78.3, 0.37; GCA_016195965.1, s__Gallionella sp016195965, 95.0, 78.23, 0.22; GCA_016218415.1, s__Gallionella sp016218415, 95.0, 78.23, 0.28; GCA_013043965.1, s__Gallionella sp013043965, 95.0, 78.15, 0.29; GCA_004298605.1, s__Gallionella sp004298605, 95.0, 78.15, 0.32; GCA_001801175.1, s__Gallionella sp001801175, 95.0, 78.12, 0.28; GCA_002429165.1, s__Gallionella sp002429165, 95.0, 78.11, 0.32; GCA_016218475.1, s__Gallionella sp016218475, 95.0, 77.96, 0.28; GCF_018324385.1, s__Gallionella kumadai, 95.0, 77.93, 0.28; GCA_001801105.1, s__Gallionella sp001801105, 95.0, 77.92, 0.32; GCA_016197305.1, s__Gallionella sp016197305, 95.0, 77.91, 0.32; GCA_001801055.1, s__Gallionella sp001801055, 95.0, 77.86, 0.32; GCA_001801085.1, s__Gallionella sp001801085, 95.0, 77.81, 0.25; GCA_903858965.1, s__Gallionella sp903858965, 95.0, 77.79, 0.27; GCA_003235435.1, s__Gallionella sp003235435, 95.0, 77.66, 0.21; GCA_013044075.1, s__Gallionella sp013044075, 95.0, 77.65, 0.29; GCA_903934275.1, s__Gallionella sp903934275, 95.0, 77.47, 0.22; GCA_903861075.1, s__Gallionella sp903861075, 95.0, 77.45, 0.19; GCA_016218465.1, s__Gallionella sp016218465, 95.0, 77.2, 0.24; GCA_002414205.1, s__Gallionella sp002414205, 95.0, 76.72, 0.16; GCA_903876685.1, s__Gallionella sp903876685, 95.0, 76.67, 0.14; GCA_013141315.1, s__Gallionella sp013141315, 95.0, 76.59, 0.12	77.18	11	0.9923617088974989	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
23_S49_bin.13	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__Polaromonas sp002381615	GCA_002381615.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__Polaromonas sp002381615	98.98	0.96	GCA_002381615.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__Polaromonas sp002381615	98.98	0.96	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000688115.1, s__Polaromonas sp000688115, 95.0, 87.77, 0.87; GCA_001770785.1, s__Polaromonas sp001770785, 95.0, 84.84, 0.7; GCA_002413395.1, s__Polaromonas sp002413395, 95.0, 84.26, 0.75; GCF_001598235.1, s__Polaromonas jejuensis, 95.0, 83.18, 0.74; GCA_012927455.1, s__Polaromonas sp012927455, 95.0, 82.36, 0.74; GCA_018780625.1, s__Polaromonas sp018780625, 95.0, 82.1, 0.64; GCF_000013865.1, s__Polaromonas sp000013865, 95.0, 82.02, 0.74; GCF_900112285.1, s__Polaromonas sp900112285, 95.0, 81.44, 0.69; GCA_012927485.1, s__Polaromonas sp012927485, 95.0, 81.36, 0.66; GCF_000015505.1, s__Polaromonas naphthalenivorans, 95.0, 81.34, 0.69; GCA_016000195.1, s__Polaromonas sp016000195, 95.0, 81.21, 0.57; GCF_900116715.1, s__Polaromonas sp900116715, 95.0, 81.17, 0.66; GCF_003711205.1, s__Polaromonas sp003711205, 95.0, 81.16, 0.67; GCF_000282655.1, s__Polaromonas sp000282655, 95.0, 81.12, 0.66; GCF_900103405.1, s__Polaromonas sp900103405, 95.0, 81.1, 0.67; GCF_000709345.1, s__Polaromonas glacialis, 95.0, 80.65, 0.66; GCA_012927415.1, s__Polaromonas sp012927415, 95.0, 80.51, 0.61; GCF_002379085.1, s__Polaromonas sp002379085, 95.0, 80.42, 0.6; GCF_002379095.1, s__Polaromonas sp002379095, 95.0, 80.37, 0.58; GCA_010365105.1, s__Polaromonas sp010365105, 95.0, 80.17, 0.62; GCA_000751355.1, s__Polaromonas sp000751355, 95.0, 80.14, 0.61; GCA_002278925.1, s__Polaromonas sp002278925, 95.0, 80.14, 0.59; GCF_015752205.1, s__Polaromonas sp015752205, 95.0, 79.93, 0.56; GCA_013824015.1, s__Polaromonas sp013824015, 95.0, 79.75, 0.5; GCF_002001015.1, s__Polaromonas sp002001015, 95.0, 79.68, 0.54; GCA_014376885.1, s__Polaromonas sp014376885, 95.0, 79.62, 0.42; GCA_903926695.1, s__Polaromonas sp903926695, 95.0, 79.55, 0.33; GCA_016185115.1, s__Polaromonas sp016185115, 95.0, 79.54, 0.48; GCA_002256925.1, s__Polaromonas sp002256925, 95.0, 79.5, 0.37; GCF_014641715.1, s__Polaromonas eurypsychrophila, 95.0, 79.48, 0.52; GCA_013817205.1, s__Polaromonas sp013817205, 95.0, 79.39, 0.51; GCA_903941205.1, s__Polaromonas sp903941205, 95.0, 78.52, 0.34; GCA_004293655.1, s__Polaromonas sp004293655, 95.0, 78.42, 0.31; GCA_903844825.1, s__Polaromonas sp903844825, 95.0, 77.84, 0.34; GCA_013205645.1, s__Polaromonas sp013205645, 95.0, 77.72, 0.23; GCF_012584515.1, s__Polaromonas vacuolata, 95.0, 77.16, 0.21; GCA_016868205.1, s__Polaromonas sp016868205, 95.0, 76.85, 0.2	65.43	11	N/A	N/A
23_S49_bin.14	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (9.8%)
23_S49_bin.15	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
23_S49_bin.16	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Agreia;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Agreia;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	11.99	11	0.9516392368650615	N/A
23_S49_bin.2	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Lacisediminihabitans;s__	N/A	N/A	N/A	N/A	N/A	GCA_003454135.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Lacisediminihabitans;s__Lacisediminihabitans sp003454135	84.85	0.64	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Lacisediminihabitans;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_008040105.1, s__Lacisediminihabitans profunda, 95.0, 83.86, 0.76; GCF_014217685.1, s__Lacisediminihabitans sp014217685, 95.0, 80.08, 0.52; GCF_016634425.1, s__Lacisediminihabitans sp016634425, 95.0, 79.8, 0.4; GCF_015751965.1, s__Lacisediminihabitans sp015751965, 95.0, 78.65, 0.36	73.33	11	0.9847812935891451	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
23_S49_bin.3	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Massilia;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Massilia;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_014842025.1, s__Massilia sp014842025, 95.0, 80.63, 0.52; GCF_011682145.1, s__Massilia mucilaginosa, 95.0, 80.61, 0.51; GCF_003953935.1, s__Massilia atriviolacea, 95.0, 80.54, 0.53; GCF_015101885.1, s__Massilia sp015101885, 95.0, 80.52, 0.48; GCA_003520365.1, s__Massilia sp003520365, 95.0, 80.52, 0.4; GCF_002760655.1, s__Massilia eurypsychrophila, 95.0, 80.43, 0.51; GCF_011682175.1, s__Massilia frigida, 95.0, 80.38, 0.52; GCF_002752675.1, s__Massilia violaceinigra, 95.0, 80.36, 0.5; GCF_006715485.1, s__Massilia sp006715485, 95.0, 80.31, 0.56; GCA_003484545.1, s__Massilia sp003484545, 95.0, 80.28, 0.4; GCF_012849555.1, s__Massilia sp012849555, 95.0, 80.28, 0.57; GCF_000745265.1, s__Massilia sp000745265, 95.0, 80.24, 0.52; GCA_002354135.1, s__Massilia sp002354135, 95.0, 80.21, 0.44; GCF_015689335.1, s__Massilia sp001485665, 95.0, 80.21, 0.52; GCF_001424165.1, s__Massilia sp001424165, 95.0, 80.19, 0.51; GCF_011682045.1, s__Massilia aquatica, 95.0, 80.18, 0.53; GCF_011682065.1, s__Massilia rubra, 95.0, 80.16, 0.54; GCF_012927275.1, s__Massilia sp012927275, 95.0, 80.15, 0.43; GCF_003011895.2, s__Massilia glaciei, 95.0, 80.11, 0.42; GCF_000315425.1, s__Massilia timonae, 95.0, 80.09, 0.52; GCF_004798585.1, s__Massilia sp004798585, 95.0, 80.09, 0.52; GCF_014171595.1, s__Massilia sp014171595, 95.0, 80.06, 0.48; GCF_002760665.1, s__Massilia psychrophila, 95.0, 80.04, 0.48; GCF_003719535.1, s__Massilia aurea_A, 95.0, 80.03, 0.45; GCF_018119405.1, s__Massilia sp018119405, 95.0, 80.02, 0.49; GCF_017582745.1, s__Massilia oculi, 95.0, 79.99, 0.5; GCF_900112225.1, s__Massilia yuzhufengensis, 95.0, 79.91, 0.48; GCF_013003915.1, s__Massilia aromaticivorans, 95.0, 79.88, 0.48; GCF_902506415.1, s__Massilia sp902506415, 95.0, 79.81, 0.48; GCA_015277795.1, s__Massilia sp015277795, 95.0, 79.81, 0.51; GCF_003590855.1, s__Massilia sp003590855, 95.0, 79.8, 0.44; GCF_018119395.1, s__Massilia sp018119395, 95.0, 79.75, 0.51; GCA_014841835.1, s__Massilia sp014841835, 95.0, 79.73, 0.49; GCF_005222695.1, s__Massilia sp005222695, 95.0, 79.73, 0.51; GCA_002339265.1, s__Massilia sp002339265, 95.0, 79.72, 0.44; GCA_002428015.1, s__Massilia sp002428015, 95.0, 79.71, 0.49; GCF_000427785.1, s__Massilia alkalitolerans, 95.0, 79.69, 0.51; GCF_001412595.2, s__Massilia sp001412595, 95.0, 79.68, 0.54; GCA_014841595.1, s__Massilia sp014841595, 95.0, 79.67, 0.5; GCF_000382345.1, s__Massilia niastensis, 95.0, 79.66, 0.5; GCF_014200505.1, s__Massilia aurea_B, 95.0, 79.66, 0.47; GCF_004614195.1, s__Massilia horti, 95.0, 79.6, 0.43; GCF_001425685.1, s__Massilia sp001425685, 95.0, 79.6, 0.5; GCF_000740675.1, s__Massilia sp000740675, 95.0, 79.53, 0.47; GCF_001941825.1, s__Massilia putida, 95.0, 79.48, 0.49; GCF_001426525.1, s__Massilia sp001426525, 95.0, 79.47, 0.49; GCF_002968015.1, s__Massilia phosphatilytica, 95.0, 79.46, 0.47; GCF_000759615.1, s__Massilia sp000759615, 95.0, 79.41, 0.5; GCF_002007115.1, s__Massilia sp002007115, 95.0, 79.41, 0.5; GCF_900101265.1, s__Massilia sp900101265, 95.0, 79.41, 0.48; GCF_011682055.1, s__Massilia sp011682055, 95.0, 79.4, 0.47; GCF_900129765.1, s__Massilia sp900129765, 95.0, 79.14, 0.4; GCF_016093545.1, s__Massilia sp016093545, 95.0, 79.05, 0.49; GCF_004614185.1, s__Massilia arenosa, 95.0, 78.64, 0.38	38.07	11	0.9472037049320621	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
23_S49_bin.4	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (6.9%)
23_S49_bin.5	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.8%)
23_S49_bin.7	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__UBA5172;s__	N/A	N/A	N/A	N/A	N/A	GCA_002413385.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__UBA5172;s__UBA5172 sp002413385	87.13	0.64	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__UBA5172;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_003138795.1, s__UBA5172 sp003138795, 95.0, 83.19, 0.57; GCF_009765785.1, s__UBA5172 sp009765785, 95.0, 80.72, 0.48; GCF_014083945.1, s__UBA5172 sp014083945, 95.0, 79.09, 0.33; GCA_903970395.1, s__UBA5172 sp903970395, 95.0, 78.4, 0.27	67.04	11	0.9860376385346676	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
23_S49_bin.8	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__	N/A	N/A	N/A	N/A	N/A	GCF_016650695.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp016650695	93.61	0.8	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_000968015.1, s__Pseudomonas_E fluorescens_W, 95.0, 87.92, 0.71; GCF_006438925.1, s__Pseudomonas_E mandelii_C, 95.0, 87.84, 0.72; GCF_004136015.1, s__Pseudomonas_E sp004136015, 95.0, 87.84, 0.71; GCF_001297125.1, s__Pseudomonas_E sp001297125, 95.0, 87.76, 0.71; GCF_900187425.1, s__Pseudomonas_E sp900187425, 95.0, 87.74, 0.7; GCF_000282315.2, s__Pseudomonas_E sp000282315, 95.0, 87.69, 0.72; GCF_009761815.1, s__Pseudomonas_E sp009761815, 95.0, 87.58, 0.71; GCF_018502625.1, s__Pseudomonas_E fluorescens_BW, 95.0, 87.51, 0.69; GCF_900105495.1, s__Pseudomonas_E frederiksbergensis, 95.0, 87.32, 0.68; GCF_000282415.1, s__Pseudomonas_E sp000282415, 95.0, 87.29, 0.66; GCF_008369325.1, s__Pseudomonas_E sp008369325, 95.0, 87.26, 0.66; GCF_902498065.1, s__Pseudomonas_E fluorescens_BJ, 95.0, 87.19, 0.68; GCF_004310295.1, s__Pseudomonas_E sp004310295, 95.0, 87.19, 0.64; GCF_002091715.1, s__Pseudomonas_E migulae, 95.0, 87.16, 0.67; GCF_003151075.1, s__Pseudomonas_E sp003151075, 95.0, 87.07, 0.68; GCF_000293885.2, s__Pseudomonas_E fluorescens_B, 95.0, 87.02, 0.7; GCF_900106065.1, s__Pseudomonas_E mandelii, 95.0, 86.92, 0.69; GCF_016651105.1, s__Pseudomonas_E sp016651105, 95.0, 86.89, 0.61; GCF_003732265.1, s__Pseudomonas_E brassicacearum_D, 95.0, 86.83, 0.68; GCF_000282195.1, s__Pseudomonas_E sp000282195, 95.0, 86.81, 0.64; GCF_900103875.1, s__Pseudomonas_E arsenicoxydans, 95.0, 86.8, 0.7; GCF_018449725.1, s__Pseudomonas_E sp018449725, 95.0, 86.8, 0.66; GCF_012935755.1, s__Pseudomonas_E sp012935755, 95.0, 86.77, 0.66; GCF_003732705.1, s__Pseudomonas_E frederiksbergensis_F, 95.0, 86.74, 0.67; GCF_006438915.1, s__Pseudomonas_E arsenicoxydans_A, 95.0, 86.7, 0.69; GCF_004364415.1, s__Pseudomonas_E mandelii_D, 95.0, 86.68, 0.65; GCF_015461845.1, s__Pseudomonas_E mucoides, 95.0, 86.67, 0.69; GCF_008370045.1, s__Pseudomonas_E sp008370045, 95.0, 86.66, 0.68; GCF_016650815.1, s__Pseudomonas_E sp016650815, 95.0, 86.66, 0.67; GCF_000282375.1, s__Pseudomonas_E sp000282375, 95.0, 86.61, 0.65; GCF_001042905.1, s__Pseudomonas_E lini, 95.0, 86.61, 0.65; GCF_001308855.1, s__Pseudomonas_E sp001308855, 95.0, 86.59, 0.67; GCF_003732665.1, s__Pseudomonas_E frederiksbergensis_G, 95.0, 86.59, 0.66; GCF_003732275.1, s__Pseudomonas_E frederiksbergensis_H, 95.0, 86.56, 0.67; GCF_017114915.1, s__Pseudomonas_E frederiksbergensis_I, 95.0, 86.53, 0.62; GCF_902497785.1, s__Pseudomonas_E fluorescens_BO, 95.0, 86.52, 0.64; GCF_902497995.1, s__Pseudomonas_E fluorescens_BK, 95.0, 86.5, 0.65; GCF_000512695.2, s__Pseudomonas_E sp000512695, 95.0, 86.5, 0.62; GCF_001655615.1, s__Pseudomonas_E sp001655615, 95.0, 86.49, 0.68; GCF_002967995.1, s__Pseudomonas_E frederiksbergensis_D, 95.0, 86.48, 0.67; GCF_000282495.1, s__Pseudomonas_E sp000282495, 95.0, 86.46, 0.65; GCF_001238485.1, s__Pseudomonas_E syringae_E, 95.0, 86.44, 0.64; GCF_902497855.1, s__Pseudomonas_E fluorescens_BI, 95.0, 86.37, 0.7; GCF_002000165.1, s__Pseudomonas_E sp002000165, 95.0, 86.35, 0.68; GCF_006094435.1, s__Pseudomonas_E sp002029345, 95.0, 86.3, 0.7; GCF_900187445.1, s__Pseudomonas_E sp900187445, 95.0, 86.24, 0.66; GCF_000282215.1, s__Pseudomonas_E sp000282215, 95.0, 86.14, 0.64; GCF_001661075.1, s__Pseudomonas_E silesiensis, 95.0, 86.14, 0.68; GCF_902498195.1, s__Pseudomonas_E fluorescens_BU, 95.0, 85.84, 0.68; GCF_002286815.1, s__Pseudomonas_E sp002286815, 95.0, 85.83, 0.62; GCF_000802965.1, s__Pseudomonas_E fluorescens_A, 95.0, 85.83, 0.66; GCF_008801475.1, s__Pseudomonas_E moorei, 95.0, 85.76, 0.72; GCF_900187565.1, s__Pseudomonas_E sp900187565, 95.0, 85.73, 0.66; GCF_900105115.1, s__Pseudomonas_E mohnii, 95.0, 85.64, 0.72; GCF_013359695.1, s__Pseudomonas_E sp013359695, 95.0, 85.61, 0.67; GCF_002356535.2, s__Pseudomonas_E sp002356535, 95.0, 85.61, 0.71; GCF_010095445.1, s__Pseudomonas_E sp010095445, 95.0, 85.5, 0.64; GCF_002113025.1, s__Pseudomonas_E sp002113025, 95.0, 85.39, 0.65; GCF_900105155.1, s__Pseudomonas_E prosekii, 95.0, 85.38, 0.61; GCF_000282475.1, s__Pseudomonas_E sp000282475, 95.0, 85.34, 0.66; GCF_001984065.1, s__Pseudomonas_E sp001984065, 95.0, 85.34, 0.63; GCF_014851765.1, s__Pseudomonas_E sp014851765, 95.0, 85.18, 0.64; GCF_001976065.1, s__Pseudomonas_E putida_G, 95.0, 85.1, 0.7; GCF_002113375.1, s__Pseudomonas_E sp002113375, 95.0, 85.03, 0.65; GCF_002236105.1, s__Pseudomonas_E umsongensis, 95.0, 84.99, 0.68; GCF_013359595.1, s__Pseudomonas_E sp013359595, 95.0, 84.96, 0.64; GCF_003228315.1, s__Pseudomonas_E putida_S, 95.0, 84.93, 0.68; GCF_017114825.1, s__Pseudomonas_E gregormendelii, 95.0, 84.9, 0.61; GCF_014863605.1, s__Pseudomonas_E allokribbensis, 95.0, 84.82, 0.62; GCF_010448615.1, s__Pseudomonas_E sp001655595, 95.0, 84.79, 0.6; GCF_004348895.1, s__Pseudomonas_E vancouverensis, 95.0, 84.67, 0.64; GCF_003732225.1, s__Pseudomonas_E brassicacearum_E, 95.0, 84.63, 0.62; GCF_001594225.2, s__Pseudomonas_E glycinae, 95.0, 84.62, 0.61; GCF_003999415.1, s__Pseudomonas_E koreensis_E, 95.0, 84.59, 0.6; GCF_012974785.1, s__Pseudomonas_E fluorescens_BT, 95.0, 84.58, 0.62; GCF_000633255.1, s__Pseudomonas_E sp000633255, 95.0, 84.48, 0.6; GCF_011369485.1, s__Pseudomonas_E sp011369485, 95.0, 84.47, 0.59; GCF_018326005.1, s__Pseudomonas_E sp002901475, 95.0, 84.38, 0.6; GCF_000690905.1, s__Pseudomonas_E sp000690905, 95.0, 84.37, 0.57; GCF_002878485.1, s__Pseudomonas_E sp002878485, 95.0, 84.36, 0.61; GCF_014268495.2, s__Pseudomonas_E fluorescens_BC, 95.0, 84.33, 0.6; GCF_001307155.1, s__Pseudomonas_E fluorescens_E, 95.0, 84.27, 0.62; GCF_007713465.1, s__Pseudomonas_E sp007713465, 95.0, 84.19, 0.59; GCF_000217955.3, s__Pseudomonas_E fluorescens_AQ, 95.0, 84.18, 0.63; GCF_001874645.1, s__Pseudomonas_E frederiksbergensis_B, 95.0, 84.16, 0.59; GCF_902497625.1, s__Pseudomonas_E fluorescens_BQ, 95.0, 84.09, 0.56; GCF_900187505.1, s__Pseudomonas_E sp900187505, 95.0, 83.87, 0.56; GCF_900105805.1, s__Pseudomonas_E moraviensis_A, 95.0, 83.85, 0.58; GCF_004801935.1, s__Pseudomonas_E atacamensis, 95.5366, 83.81, 0.57; GCF_001605965.1, s__Pseudomonas_E koreensis_C, 95.5366, 83.69, 0.58; GCF_014268595.2, s__Pseudomonas_E sp014270125, 95.0, 83.67, 0.57; GCF_014236655.1, s__Pseudomonas_E kielensis, 95.0, 83.61, 0.57; GCF_009834545.1, s__Pseudomonas_E sp900187635, 95.0, 83.59, 0.58; GCF_014268505.2, s__Pseudomonas_E sp014268505, 95.0, 83.58, 0.56; GCF_900109995.1, s__Pseudomonas_E sp900109995, 95.0, 83.27, 0.51; GCF_019212185.1, s__Pseudomonas_E sp002980155, 95.0, 83.2, 0.56; GCF_900581005.1, s__Pseudomonas_E sp900581005, 95.0, 83.14, 0.54; GCF_000281895.1, s__Pseudomonas_E fluorescens_S, 95.0, 82.81, 0.54; GCF_014268655.2, s__Pseudomonas_E sp014268655, 95.0, 82.48, 0.5	45.33	11	0.9983375200732758	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
